delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation.started,fixation.stopped,polygon.started,polygon.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,sound_1.started,sound_1.stopped,text.started,text.stopped,textbox.text,textbox.started,textbox.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
0.7,400,unexp,0,11,11,2,71.71343640005216,72.71256150002591,72.69585520005785,None,space,0.8819947999436408,72.69585520005785,None,74.27767603001557,None,74.58941200003028,None,400,74.58941200003028,None,74.58941200003028,None,12,"[3.059096399927512, 3.140477899927646, 3.186534399865195, 2.690847200108692, 2.348012699978426, 3.441637699957937, 2.794587800046429, 1.863550700014457, 5.132225199835375, 2.9737808001227677, 2.561872099991888, 2.5665995001327246]","[3.0591049999929965, 3.1404864999931306, 3.186542100040242, 2.6908551999367774, 2.3480215000454336, 3.441647599916905, 2.794595600105822, 1.8635587999597192, 5.132231799885631, 2.9737895999569446, 2.5618789999280125, 2.566607099957764]",035672,001,2023-10-27_11h38.35.520,Intentional Binding Task,2022.1.4,59.996136331151284,
0.4,1000,exp,1,0,12,10,77.15859919996001,78.17414360004477,78.14083759998903,None,space,0.6319828000850976,78.14083759998903,None,79.17321022991091,None,79.50371329998598,None,100,79.50371329998598,None,79.50371329998598,None,13,"[3.059096399927512, 3.140477899927646, 3.186534399865195, 2.690847200108692, 2.348012699978426, 3.441637699957937, 2.794587800046429, 1.863550700014457, 5.132225199835375, 2.9737808001227677, 2.561872099991888, 2.5665995001327246, 2.1802060999907553]","[3.0591049999929965, 3.1404864999931306, 3.186542100040242, 2.6908551999367774, 2.3480215000454336, 3.441647599916905, 2.794595600105822, 1.8635587999597192, 5.132231799885631, 2.9737895999569446, 2.5618789999280125, 2.566607099957764, 2.1802141999360174]",035672,001,2023-10-27_11h38.35.520,Intentional Binding Task,2022.1.4,59.996136331151284,
0.4,1000,exp,1,1,13,4,81.68737889989279,82.68656229996122,82.66986660007387,None,space,0.589418200077489,82.66986660007387,None,83.66863273009658,None,83.93137370003387,None,100,83.93137370003387,None,83.93137370003387,None,14,"[3.059096399927512, 3.140477899927646, 3.186534399865195, 2.690847200108692, 2.348012699978426, 3.441637699957937, 2.794587800046429, 1.863550700014457, 5.132225199835375, 2.9737808001227677, 2.561872099991888, 2.5665995001327246, 2.1802060999907553, 2.6793126000557095]","[3.0591049999929965, 3.1404864999931306, 3.186542100040242, 2.6908551999367774, 2.3480215000454336, 3.441647599916905, 2.794595600105822, 1.8635587999597192, 5.132231799885631, 2.9737895999569446, 2.5618789999280125, 2.566607099957764, 2.1802141999360174, 2.6793192999903113]",035672,001,2023-10-27_11h38.35.520,Intentional Binding Task,2022.1.4,59.996136331151284,
0.1,1000,exp,1,2,14,6,86.61613769992255,87.61524219997227,87.59868400008418,None,space,0.4676240000408143,87.59868400008418,None,88.18103893003426,None,88.49431030009873,None,100,88.49431030009873,None,88.49431030009873,None,15,"[3.059096399927512, 3.140477899927646, 3.186534399865195, 2.690847200108692, 2.348012699978426, 3.441637699957937, 2.794587800046429, 1.863550700014457, 5.132225199835375, 2.9737808001227677, 2.561872099991888, 2.5665995001327246, 2.1802060999907553, 2.6793126000557095, 2.2973766999784857]","[3.0591049999929965, 3.1404864999931306, 3.186542100040242, 2.6908551999367774, 2.3480215000454336, 3.441647599916905, 2.794595600105822, 1.8635587999597192, 5.132231799885631, 2.9737895999569446, 2.5618789999280125, 2.566607099957764, 2.1802141999360174, 2.6793192999903113, 2.29738079989329]",035672,001,2023-10-27_11h38.35.520,Intentional Binding Task,2022.1.4,59.996136331151284,
0.7,400,unexp,1,3,15,2,90.79570219991729,91.81125200004317,91.77803439996205,None,space,0.7065926999785006,91.77803439996205,None,93.19330182992853,None,93.49552130000666,None,400,93.49552130000666,None,93.49552130000666,None,16,"[3.059096399927512, 3.140477899927646, 3.186534399865195, 2.690847200108692, 2.348012699978426, 3.441637699957937, 2.794587800046429, 1.863550700014457, 5.132225199835375, 2.9737808001227677, 2.561872099991888, 2.5665995001327246, 2.1802060999907553, 2.6793126000557095, 2.2973766999784857, 2.0087262000888586]","[3.0591049999929965, 3.1404864999931306, 3.186542100040242, 2.6908551999367774, 2.3480215000454336, 3.441647599916905, 2.794595600105822, 1.8635587999597192, 5.132231799885631, 2.9737895999569446, 2.5618789999280125, 2.566607099957764, 2.1802141999360174, 2.6793192999903113, 2.29738079989329, 2.0087345000356436]",035672,001,2023-10-27_11h38.35.520,Intentional Binding Task,2022.1.4,59.996136331151284,
0.4,400,unexp,1,4,16,1,95.50783980009146,96.50679480005056,96.49034889996983,None,space,0.37990429997444153,96.49034889996983,None,97.27296772990375,None,97.58956109988503,None,400,97.58956109988503,None,97.58956109988503,None,17,"[3.059096399927512, 3.140477899927646, 3.186534399865195, 2.690847200108692, 2.348012699978426, 3.441637699957937, 2.794587800046429, 1.863550700014457, 5.132225199835375, 2.9737808001227677, 2.561872099991888, 2.5665995001327246, 2.1802060999907553, 2.6793126000557095, 2.2973766999784857, 2.0087262000888586, 2.5118650998920202]","[3.0591049999929965, 3.1404864999931306, 3.186542100040242, 2.6908551999367774, 2.3480215000454336, 3.441647599916905, 2.794595600105822, 1.8635587999597192, 5.132231799885631, 2.9737895999569446, 2.5618789999280125, 2.566607099957764, 2.1802141999360174, 2.6793192999903113, 2.29738079989329, 2.0087345000356436, 2.5118745998479426]",035672,001,2023-10-27_11h38.35.520,Intentional Binding Task,2022.1.4,59.996136331151284,
0.1,1000,exp,1,5,17,9,100.10356529988348,101.10251279990189,101.08603210002184,None,space,0.5698422999121249,101.08603210002184,None,101.76846613008529,None,102.07521190005355,None,400,102.07521190005355,None,102.07521190005355,None,18,"[3.059096399927512, 3.140477899927646, 3.186534399865195, 2.690847200108692, 2.348012699978426, 3.441637699957937, 2.794587800046429, 1.863550700014457, 5.132225199835375, 2.9737808001227677, 2.561872099991888, 2.5665995001327246, 2.1802060999907553, 2.6793126000557095, 2.2973766999784857, 2.0087262000888586, 2.5118650998920202, 3.2381932998541743]","[3.0591049999929965, 3.1404864999931306, 3.186542100040242, 2.6908551999367774, 2.3480215000454336, 3.441647599916905, 2.794595600105822, 1.8635587999597192, 5.132231799885631, 2.9737895999569446, 2.5618789999280125, 2.566607099957764, 2.1802141999360174, 2.6793192999903113, 2.29738079989329, 2.0087345000356436, 2.5118745998479426, 3.2382010999135673]",035672,001,2023-10-27_11h38.35.520,Intentional Binding Task,2022.1.4,59.996136331151284,
0.1,1000,exp,1,6,18,3,105.31544809998013,106.33117390004918,106.29774160007946,None,space,0.36273760022595525,106.29774160007946,None,106.76375242993235,None,107.04705730010755,None,100,107.04705730010755,None,107.04705730010755,None,19,"[3.059096399927512, 3.140477899927646, 3.186534399865195, 2.690847200108692, 2.348012699978426, 3.441637699957937, 2.794587800046429, 1.863550700014457, 5.132225199835375, 2.9737808001227677, 2.561872099991888, 2.5665995001327246, 2.1802060999907553, 2.6793126000557095, 2.2973766999784857, 2.0087262000888586, 2.5118650998920202, 3.2381932998541743, 1.8451487999409437]","[3.0591049999929965, 3.1404864999931306, 3.186542100040242, 2.6908551999367774, 2.3480215000454336, 3.441647599916905, 2.794595600105822, 1.8635587999597192, 5.132231799885631, 2.9737895999569446, 2.5618789999280125, 2.566607099957764, 2.1802141999360174, 2.6793192999903113, 2.29738079989329, 2.0087345000356436, 2.5118745998479426, 3.2382010999135673, 1.8451555001083761]",035672,001,2023-10-27_11h38.35.520,Intentional Binding Task,2022.1.4,59.996136331151284,
0.1,400,unexp,1,7,19,0,108.89521620003507,109.89429689990357,109.87772229989059,None,space,0.25565459998324513,109.87772229989059,None,110.24375033001415,None,110.57828220003285,None,100,110.57828220003285,None,110.57828220003285,None,20,"[3.059096399927512, 3.140477899927646, 3.186534399865195, 2.690847200108692, 2.348012699978426, 3.441637699957937, 2.794587800046429, 1.863550700014457, 5.132225199835375, 2.9737808001227677, 2.561872099991888, 2.5665995001327246, 2.1802060999907553, 2.6793126000557095, 2.2973766999784857, 2.0087262000888586, 2.5118650998920202, 3.2381932998541743, 1.8451487999409437, 2.07545780017972]","[3.0591049999929965, 3.1404864999931306, 3.186542100040242, 2.6908551999367774, 2.3480215000454336, 3.441647599916905, 2.794595600105822, 1.8635587999597192, 5.132231799885631, 2.9737895999569446, 2.5618789999280125, 2.566607099957764, 2.1802141999360174, 2.6793192999903113, 2.29738079989329, 2.0087345000356436, 2.5118745998479426, 3.2382010999135673, 1.8451555001083761, 2.0754669001325965]",035672,001,2023-10-27_11h38.35.520,Intentional Binding Task,2022.1.4,59.996136331151284,
0.7,1000,exp,1,8,20,5,112.65844219992869,113.67411889997311,113.64080630009994,None,space,0.31599170016124845,113.64080630009994,None,114.65641503008082,None,114.96036450006068,None,700,114.96036450006068,None,114.96036450006068,None,21,"[3.059096399927512, 3.140477899927646, 3.186534399865195, 2.690847200108692, 2.348012699978426, 3.441637699957937, 2.794587800046429, 1.863550700014457, 5.132225199835375, 2.9737808001227677, 2.561872099991888, 2.5665995001327246, 2.1802060999907553, 2.6793126000557095, 2.2973766999784857, 2.0087262000888586, 2.5118650998920202, 3.2381932998541743, 1.8451487999409437, 2.07545780017972, 2.2891124999150634]","[3.0591049999929965, 3.1404864999931306, 3.186542100040242, 2.6908551999367774, 2.3480215000454336, 3.441647599916905, 2.794595600105822, 1.8635587999597192, 5.132231799885631, 2.9737895999569446, 2.5618789999280125, 2.566607099957764, 2.1802141999360174, 2.6793192999903113, 2.29738079989329, 2.0087345000356436, 2.5118745998479426, 3.2382010999135673, 1.8451555001083761, 2.0754669001325965, 2.289120400091633]",035672,001,2023-10-27_11h38.35.520,Intentional Binding Task,2022.1.4,59.996136331151284,
0.4,1000,exp,1,9,21,7,117.25416660006158,118.26978649990633,118.23649229994044,None,space,1.1694330999162048,118.23649229994044,None,119.81816792995669,None,120.12275189999491,None,400,120.12275189999491,None,120.12275189999491,None,22,"[3.059096399927512, 3.140477899927646, 3.186534399865195, 2.690847200108692, 2.348012699978426, 3.441637699957937, 2.794587800046429, 1.863550700014457, 5.132225199835375, 2.9737808001227677, 2.561872099991888, 2.5665995001327246, 2.1802060999907553, 2.6793126000557095, 2.2973766999784857, 2.0087262000888586, 2.5118650998920202, 3.2381932998541743, 1.8451487999409437, 2.07545780017972, 2.2891124999150634, 1.7074915000703186]","[3.0591049999929965, 3.1404864999931306, 3.186542100040242, 2.6908551999367774, 2.3480215000454336, 3.441647599916905, 2.794595600105822, 1.8635587999597192, 5.132231799885631, 2.9737895999569446, 2.5618789999280125, 2.566607099957764, 2.1802141999360174, 2.6793192999903113, 2.29738079989329, 2.0087345000356436, 2.5118745998479426, 3.2382010999135673, 1.8451555001083761, 2.0754669001325965, 2.289120400091633, 1.7074963999912143]",035672,001,2023-10-27_11h38.35.520,Intentional Binding Task,2022.1.4,59.996136331151284,
0.7,1000,exp,1,10,22,8,121.8331764000468,122.83226759987883,122.81570310005918,None,space,0.26539689977653325,122.81570310005918,None,123.7814567300491,None,124.08879119995981,None,100,124.08879119995981,None,124.08879119995981,None,23,"[3.059096399927512, 3.140477899927646, 3.186534399865195, 2.690847200108692, 2.348012699978426, 3.441637699957937, 2.794587800046429, 1.863550700014457, 5.132225199835375, 2.9737808001227677, 2.561872099991888, 2.5665995001327246, 2.1802060999907553, 2.6793126000557095, 2.2973766999784857, 2.0087262000888586, 2.5118650998920202, 3.2381932998541743, 1.8451487999409437, 2.07545780017972, 2.2891124999150634, 1.7074915000703186, 2.0216967000160366]","[3.0591049999929965, 3.1404864999931306, 3.186542100040242, 2.6908551999367774, 2.3480215000454336, 3.441647599916905, 2.794595600105822, 1.8635587999597192, 5.132231799885631, 2.9737895999569446, 2.5618789999280125, 2.566607099957764, 2.1802141999360174, 2.6793192999903113, 2.29738079989329, 2.0087345000356436, 2.5118745998479426, 3.2382010999135673, 1.8451555001083761, 2.0754669001325965, 2.289120400091633, 1.7074963999912143, 2.021704899845645]",035672,001,2023-10-27_11h38.35.520,Intentional Binding Task,2022.1.4,59.996136331151284,
0.7,1000,exp,1,11,23,11,126.1126105999574,127.12812549993396,127.09495100006461,None,space,0.7162899998947978,127.09495100006461,None,128.5101146299392,None,128.75566549994983,None,400,128.75566549994983,None,128.75566549994983,None,24,"[3.059096399927512, 3.140477899927646, 3.186534399865195, 2.690847200108692, 2.348012699978426, 3.441637699957937, 2.794587800046429, 1.863550700014457, 5.132225199835375, 2.9737808001227677, 2.561872099991888, 2.5665995001327246, 2.1802060999907553, 2.6793126000557095, 2.2973766999784857, 2.0087262000888586, 2.5118650998920202, 3.2381932998541743, 1.8451487999409437, 2.07545780017972, 2.2891124999150634, 1.7074915000703186, 2.0216967000160366, 1.7169932001270354]","[3.0591049999929965, 3.1404864999931306, 3.186542100040242, 2.6908551999367774, 2.3480215000454336, 3.441647599916905, 2.794595600105822, 1.8635587999597192, 5.132231799885631, 2.9737895999569446, 2.5618789999280125, 2.566607099957764, 2.1802141999360174, 2.6793192999903113, 2.29738079989329, 2.0087345000356436, 2.5118745998479426, 3.2382010999135673, 1.8451555001083761, 2.0754669001325965, 2.289120400091633, 1.7074963999912143, 2.021704899845645, 1.7170013000722975]",035672,001,2023-10-27_11h38.35.520,Intentional Binding Task,2022.1.4,59.996136331151284,
0.1,1000,exp,2,0,24,3,130.47506650001742,131.4741454999894,131.45754719991237,None,space,0.2479861997999251,131.45754719991237,None,131.80702213007027,None,132.1127696998883,None,100,132.1127696998883,None,132.1127696998883,None,25,"[3.059096399927512, 3.140477899927646, 3.186534399865195, 2.690847200108692, 2.348012699978426, 3.441637699957937, 2.794587800046429, 1.863550700014457, 5.132225199835375, 2.9737808001227677, 2.561872099991888, 2.5665995001327246, 2.1802060999907553, 2.6793126000557095, 2.2973766999784857, 2.0087262000888586, 2.5118650998920202, 3.2381932998541743, 1.8451487999409437, 2.07545780017972, 2.2891124999150634, 1.7074915000703186, 2.0216967000160366, 1.7169932001270354, 1.8571113999933004]","[3.0591049999929965, 3.1404864999931306, 3.186542100040242, 2.6908551999367774, 2.3480215000454336, 3.441647599916905, 2.794595600105822, 1.8635587999597192, 5.132231799885631, 2.9737895999569446, 2.5618789999280125, 2.566607099957764, 2.1802141999360174, 2.6793192999903113, 2.29738079989329, 2.0087345000356436, 2.5118745998479426, 3.2382010999135673, 1.8451555001083761, 2.0754669001325965, 2.289120400091633, 1.7074963999912143, 2.021704899845645, 1.7170013000722975, 1.8571223001927137]",035672,001,2023-10-27_11h38.35.520,Intentional Binding Task,2022.1.4,59.996136331151284,
0.7,1000,exp,2,1,25,8,133.97196709993295,134.9710198000539,134.95462190010585,None,space,0.5513458999339491,134.95462190010585,None,136.2194566300139,None,136.52336840005592,None,400,136.52336840005592,None,136.52336840005592,None,26,"[3.059096399927512, 3.140477899927646, 3.186534399865195, 2.690847200108692, 2.348012699978426, 3.441637699957937, 2.794587800046429, 1.863550700014457, 5.132225199835375, 2.9737808001227677, 2.561872099991888, 2.5665995001327246, 2.1802060999907553, 2.6793126000557095, 2.2973766999784857, 2.0087262000888586, 2.5118650998920202, 3.2381932998541743, 1.8451487999409437, 2.07545780017972, 2.2891124999150634, 1.7074915000703186, 2.0216967000160366, 1.7169932001270354, 1.8571113999933004, 1.6405806001275778]","[3.0591049999929965, 3.1404864999931306, 3.186542100040242, 2.6908551999367774, 2.3480215000454336, 3.441647599916905, 2.794595600105822, 1.8635587999597192, 5.132231799885631, 2.9737895999569446, 2.5618789999280125, 2.566607099957764, 2.1802141999360174, 2.6793192999903113, 2.29738079989329, 2.0087345000356436, 2.5118745998479426, 3.2382010999135673, 1.8451555001083761, 2.0754669001325965, 2.289120400091633, 1.7074963999912143, 2.021704899845645, 1.7170013000722975, 1.8571223001927137, 1.6405888001900166]",035672,001,2023-10-27_11h38.35.520,Intentional Binding Task,2022.1.4,59.996136331151284,
0.7,1000,exp,2,2,26,11,138.16808980004862,139.18364689988084,139.1503504998982,None,space,0.6438692000228912,139.1503504998982,None,140.49897143007257,None,140.75716249994002,None,400,140.75716249994002,None,140.75716249994002,None,27,"[3.059096399927512, 3.140477899927646, 3.186534399865195, 2.690847200108692, 2.348012699978426, 3.441637699957937, 2.794587800046429, 1.863550700014457, 5.132225199835375, 2.9737808001227677, 2.561872099991888, 2.5665995001327246, 2.1802060999907553, 2.6793126000557095, 2.2973766999784857, 2.0087262000888586, 2.5118650998920202, 3.2381932998541743, 1.8451487999409437, 2.07545780017972, 2.2891124999150634, 1.7074915000703186, 2.0216967000160366, 1.7169932001270354, 1.8571113999933004, 1.6405806001275778, 3.3344433000311255]","[3.0591049999929965, 3.1404864999931306, 3.186542100040242, 2.6908551999367774, 2.3480215000454336, 3.441647599916905, 2.794595600105822, 1.8635587999597192, 5.132231799885631, 2.9737895999569446, 2.5618789999280125, 2.566607099957764, 2.1802141999360174, 2.6793192999903113, 2.29738079989329, 2.0087345000356436, 2.5118745998479426, 3.2382010999135673, 1.8451555001083761, 2.0754669001325965, 2.289120400091633, 1.7074963999912143, 2.021704899845645, 1.7170013000722975, 1.8571223001927137, 1.6405888001900166, 3.334452000213787]",035672,001,2023-10-27_11h38.35.520,Intentional Binding Task,2022.1.4,59.996136331151284,
0.1,1000,exp,2,3,27,9,144.09593429998495,145.11131529998966,145.07820670004003,None,space,0.04389059985987842,145.07820670004003,None,145.22802192992532,None,145.5417261000257,None,100,145.5417261000257,None,145.5417261000257,None,28,"[3.059096399927512, 3.140477899927646, 3.186534399865195, 2.690847200108692, 2.348012699978426, 3.441637699957937, 2.794587800046429, 1.863550700014457, 5.132225199835375, 2.9737808001227677, 2.561872099991888, 2.5665995001327246, 2.1802060999907553, 2.6793126000557095, 2.2973766999784857, 2.0087262000888586, 2.5118650998920202, 3.2381932998541743, 1.8451487999409437, 2.07545780017972, 2.2891124999150634, 1.7074915000703186, 2.0216967000160366, 1.7169932001270354, 1.8571113999933004, 1.6405806001275778, 3.3344433000311255, 1.9801331998314708]","[3.0591049999929965, 3.1404864999931306, 3.186542100040242, 2.6908551999367774, 2.3480215000454336, 3.441647599916905, 2.794595600105822, 1.8635587999597192, 5.132231799885631, 2.9737895999569446, 2.5618789999280125, 2.566607099957764, 2.1802141999360174, 2.6793192999903113, 2.29738079989329, 2.0087345000356436, 2.5118745998479426, 3.2382010999135673, 1.8451555001083761, 2.0754669001325965, 2.289120400091633, 1.7074963999912143, 2.021704899845645, 1.7170013000722975, 1.8571223001927137, 1.6405888001900166, 3.334452000213787, 1.9801407000049949]",035672,001,2023-10-27_11h38.35.520,Intentional Binding Task,2022.1.4,59.996136331151284,
0.7,400,unexp,2,4,28,2,147.52583929989487,148.52487719990313,148.50845770002343,None,space,0.29874260001815856,148.50845770002343,None,149.50740692992696,None,149.79654560005292,None,700,149.79654560005292,None,149.79654560005292,None,29,"[3.059096399927512, 3.140477899927646, 3.186534399865195, 2.690847200108692, 2.348012699978426, 3.441637699957937, 2.794587800046429, 1.863550700014457, 5.132225199835375, 2.9737808001227677, 2.561872099991888, 2.5665995001327246, 2.1802060999907553, 2.6793126000557095, 2.2973766999784857, 2.0087262000888586, 2.5118650998920202, 3.2381932998541743, 1.8451487999409437, 2.07545780017972, 2.2891124999150634, 1.7074915000703186, 2.0216967000160366, 1.7169932001270354, 1.8571113999933004, 1.6405806001275778, 3.3344433000311255, 1.9801331998314708, 1.5376269000116736]","[3.0591049999929965, 3.1404864999931306, 3.186542100040242, 2.6908551999367774, 2.3480215000454336, 3.441647599916905, 2.794595600105822, 1.8635587999597192, 5.132231799885631, 2.9737895999569446, 2.5618789999280125, 2.566607099957764, 2.1802141999360174, 2.6793192999903113, 2.29738079989329, 2.0087345000356436, 2.5118745998479426, 3.2382010999135673, 1.8451555001083761, 2.0754669001325965, 2.289120400091633, 1.7074963999912143, 2.021704899845645, 1.7170013000722975, 1.8571223001927137, 1.6405888001900166, 3.334452000213787, 1.9801407000049949, 1.5376337999477983]",035672,001,2023-10-27_11h38.35.520,Intentional Binding Task,2022.1.4,59.996136331151284,
